food,raw_score,count,weighted_ctr
0000002.jpg,22.843485935987868,38,0.6011443667365228
0000004.jpg,24.04673940019198,36,0.6679649833386662
0000006.jpg,13.675414036326359,39,0.35065164195708615
0000007.jpg,7.195473925449332,18,0.3997485514138518
0000008.jpg,27.400459438981606,46,0.5956621617169915
0000009.jpg,28.80588724730439,49,0.5878752499449875
0000010.jpg,27.125329370585817,43,0.6308216132694376
0000011.jpg,5.055468172503008,17,0.297380480735471
0000015.jpg,16.67154913688022,50,0.3334309827376044
0000018.jpg,28.29566906610923,51,0.5548170405119457
0000022.jpg,21.366390021638072,40,0.5341597505409518
0000024.jpg,26.059032460955606,46,0.566500705672948
0000026.jpg,29.17901182838417,59,0.4945595225149859
0000030.jpg,20.36882959710621,46,0.44280064341535236
0000032.jpg,20.723508551252387,45,0.460522412250053
0000034.jpg,29.85373848928986,52,0.5741103555632665
0000035.jpg,18.40082075246346,37,0.49731947979630975
0000036.jpg,31.417272505939913,48,0.6545265105404149
0000037.jpg,16.045949780024422,31,0.5176112832265942
0000038.jpg,23.50598540857378,45,0.5223552313016395
0000039.jpg,17.345250786444012,33,0.5256136601952731
0000040.jpg,23.577186043086815,48,0.491191375897642
0000041.jpg,22.33677525365019,35,0.6381935786757197
0000043.jpg,30.099384866396434,52,0.5788343243537776
0000044.jpg,12.934352229685565,39,0.33165005717142476
0000045.jpg,24.866331389123342,48,0.5180485706067363
0000047.jpg,29.219505427474804,57,0.5126229022364001
0000049.jpg,27.771128483995184,46,0.6037201844346779
0000052.jpg,36.336799839181495,53,0.6855999969656886
0000053.jpg,16.491530048543257,28,0.5889832160194021
0000055.jpg,31.455268937623288,59,0.5331401514851405
0000057.jpg,3.403281214394095,17,0.20019301261141736
0000058.jpg,20.483778342838217,42,0.4877090081628147
0000060.jpg,21.73234137689331,52,0.41792964186333287
0000061.jpg,19.613648382171046,52,0.3771855458109817
0000063.jpg,20.996632265702313,40,0.5249158066425579
0000064.jpg,17.59707008614941,45,0.3910460019144314
0000065.jpg,18.671967778270925,46,0.4059123430058897
0000067.jpg,23.171437246483684,40,0.5792859311620921
0000070.jpg,17.92999174082519,41,0.43731687172744366
0000074.jpg,15.00167831348358,35,0.42861938038524516
0000075.jpg,29.69063682608821,45,0.6597919294686269
0000078.jpg,16.714783221972784,28,0.5969565436418851
0000079.jpg,32.057000503625154,58,0.5527069052349165
0000080.jpg,34.933751923557054,61,0.5726844577632304
0000083.jpg,17.150687217244432,47,0.3649082386647751
0000085.jpg,27.3889671519276,54,0.5072030954060667
0000086.jpg,1.9633238165228297,17,0.1154896362660488
0000087.jpg,30.19249456977863,48,0.6290103035370548
0000088.jpg,21.963566424774587,53,0.4144069136749922
0000090.jpg,31.165150582766614,50,0.6233030116553323
0000091.jpg,30.898867931467603,52,0.5942089986820693
0000092.jpg,25.211180692110055,54,0.4668737165205566
0000093.jpg,30.124733957290513,48,0.627598624110219
0000094.jpg,20.440558444576432,45,0.4542346321016985
0000095.jpg,26.544317692375643,47,0.5647727168590563
0000096.jpg,29.032315105825205,48,0.6048398980380251
0000098.jpg,31.475491438526664,53,0.5938771969533333
0000099.jpg,4.759171201555886,16,0.2974482000972429
0000101.jpg,23.42375861258425,44,0.5323581502860057
0000102.jpg,15.06903223589884,35,0.4305437781685383
0000103.jpg,21.080357140027154,35,0.6022959182864901
0000104.jpg,20.63387137014159,54,0.38210872907669613
0000105.jpg,29.81534074234998,51,0.5846145243598035
0000109.jpg,21.186844467852605,38,0.5575485386277002
0000110.jpg,30.273991824902286,48,0.6307081630187976
0000111.jpg,22.77119371426382,41,0.555394968640581
0000112.jpg,26.284935591448352,50,0.5256987118289671
0000113.jpg,20.59413116277554,45,0.45764735917278976
0000114.jpg,26.497390574614123,45,0.5888309016580916
0000115.jpg,28.603043325671173,48,0.5958967359514827
0000116.jpg,24.897574252634758,49,0.5081137602578522
0000117.jpg,36.75242907926908,60,0.6125404846544846
0000119.jpg,32.36648863801751,53,0.6106884648682549
0000120.jpg,22.813748365284784,44,0.5184942810291996
0000122.jpg,41.63706505946343,65,0.6405702316840528
0000126.jpg,22.532566661742756,44,0.5121037877668808
0000127.jpg,25.3791958217401,48,0.5287332462862521
0000129.jpg,33.71943992297078,54,0.624434072647607
0000130.jpg,22.65868650639716,52,0.4357439712768685
0000132.jpg,2.9860317772659393,15,0.1990687851510626
0000133.jpg,6.106151253761347,13,0.4697039425970267
0000134.jpg,24.17609068585204,37,0.6534078563743794
0000136.jpg,24.1322647943556,62,0.3892300773283161
0000138.jpg,19.143069989225218,45,0.42540155531611595
0000139.jpg,20.99576320652573,48,0.437411733469286
0000141.jpg,18.521516116426568,39,0.47491066965196327
0000142.jpg,25.01415836104923,49,0.5104930277765148
0000143.jpg,18.977586934784068,45,0.4217241541063126
0000144.jpg,33.96495700723327,57,0.5958764387233907
0000145.jpg,4.796660360422484,20,0.2398330180211242
0000146.jpg,28.951353090631468,47,0.6159862359708823
0000147.jpg,34.166467343295125,60,0.5694411223882521
0000149.jpg,29.464578401638256,45,0.6547684089252945
0000152.jpg,34.98995665037033,60,0.5831659441728388
0000153.jpg,22.525417435694447,54,0.4171373599202675
0000154.jpg,23.740958177128313,41,0.5790477604177637
0000155.jpg,16.527379341684135,30,0.5509126447228045
0000156.jpg,24.65925720351533,50,0.4931851440703066
0000157.jpg,26.570884157826185,44,0.603883730859686
0000159.jpg,24.4761625269909,45,0.54391472282202
0000160.jpg,22.828724597283102,43,0.5309005720298395
0000162.jpg,20.52080289485529,44,0.4663818839739839
0000165.jpg,14.430395777507146,39,0.37001014814120886
0000166.jpg,21.85701052552598,45,0.48571134501168844
0000167.jpg,19.90814656128928,35,0.568804187465408
0000168.jpg,21.840518281046098,47,0.46469187832012976
0000170.jpg,19.135144470417764,43,0.44500335977715727
0000171.jpg,22.791716505076806,45,0.5064825890017068
0000172.jpg,25.250894335813165,40,0.6312723583953291
0000174.jpg,29.947879035271555,49,0.6111812048014603
0000176.jpg,33.80425513629554,60,0.5634042522715923
0000177.jpg,22.63379280721136,46,0.4920389740698122
0000178.jpg,12.497939515465529,34,0.3675864563372214
0000180.jpg,8.060364550228563,44,0.18319010341428552
0000181.jpg,29.57067971407019,48,0.6160558273764624
0000182.jpg,27.1470599049617,57,0.4762642088589772
0000183.jpg,26.989952874460744,40,0.6747488218615186
0000186.jpg,23.55742776643292,46,0.5121179949224548
0000188.jpg,26.262449530880676,48,0.5471343652266808
0000189.jpg,31.850911110989163,52,0.6125175213651762
0000190.jpg,27.82416201770085,44,0.6323673185841102
0000191.jpg,18.53756851378816,51,0.3634817355644737
0000194.jpg,26.484979430454732,47,0.5635102006479731
0000195.jpg,20.766318396919278,34,0.6107740704976258
0000196.jpg,22.08191082304864,38,0.5811029163960169
0000197.jpg,24.511218202331314,45,0.5446937378295847
0000198.jpg,19.66380016852908,40,0.491595004213227
0000201.jpg,22.889575757416782,36,0.6358215488171328
0000202.jpg,25.020793708155264,48,0.521266535586568
0000204.jpg,13.556974139392077,43,0.31527846835795525
0000206.jpg,0,16,0
0000207.jpg,16.59007273834214,43,0.3858156450777242
0000208.jpg,10.194913791019493,37,0.2755382105680944
0000210.jpg,23.46744393884272,45,0.5214987541965049
0000213.jpg,25.957940378515918,49,0.5297538852758351
0000214.jpg,22.92342790669545,43,0.5331029745743128
0000215.jpg,31.45625550738378,56,0.5617188483461389
