"image","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"0000002.jpg",-0.037432885267362,0.0270282135929962,0.0097342214232508,0.0222336116093353,-0.0607826328594342,-0.0292435089593381,-0.00636542055378966,-0.0202606570284657,0.0343408849837963,-0.0287273352924825,-0.0108252008512322,-0.0244448783202584,-0.000617850735065061,-0.0242130113880983,-0.000222019437223097
"0000004.jpg",-0.0369633456344686,0.0530907179954944,0.00578051796876717,0.0069787363719876,-0.0241779108711792,0.0195134996409711,0.0113436660833502,-0.000156500221183339,0.00800795266934669,-0.00561476836894064,-0.0386932785274715,0.0188061694317566,0.0299834237224034,0.0180093538160898,-0.0154421916739101
"0000006.jpg",-0.0361461259395727,0.0546447020154969,-0.0288355325872169,-0.00170470570859303,-0.0345290932679475,0.0109435765657789,-0.021962503497334,-0.0192013521944636,-0.0315042904617296,0.0260546563377383,-0.00358805180995254,0.0446932748116811,0.0392218744849784,0.0386715475548285,-0.000686108647712409
"0000008.jpg",-0.0353619754279251,0.050343408482522,0.0204866378351025,0.00101033757046809,-0.0057634636613959,-0.0717359738814059,0.0534843379434162,-0.0294385627551714,0.0021613623882506,0.0207157279988042,0.000868623310514728,0.0125077277609705,0.0212908099825685,-0.0246683176759458,0.0354957926115561
"0000009.jpg",-0.039582538221196,-0.0300739511121161,0.0116847799668943,0.00243475530148372,-0.0104973079333574,0.00528233004700478,0.00852390645371228,0.0163513651422067,0.0275755744210129,0.018290414172459,0.0147958665554675,0.0271705905698322,0.00555205234472237,0.0254840758376545,-0.00686776379415706
"0000010.jpg",-0.0343899302553147,0.0543824580038529,0.0130660683164359,0.0278714095435457,-0.0204893167972388,0.03883724240142,-0.0660555266376127,0.0195677306012566,0.0229068890983962,0.00661648585857778,-0.0777121166192671,-0.029572731097436,0.0209015426790205,-0.0194304379427533,-0.0133994117473767
"0000015.jpg",-0.0321395409143498,-0.00352745836916972,-0.0743501588556303,0.0297725900363117,0.00384438317330491,-0.00738415787005412,-0.0266531698189649,-0.00279807106904044,-0.0334355725081326,0.059469194331395,0.0673138119054468,-0.0135668887252773,-0.0387612183785154,-0.0297771803029478,-0.0378797792021113
"0000018.jpg",-0.0375164431270183,0.0270846560401965,-0.00398054658033185,-0.0207367424072757,-0.0537157659061233,0.012164233493078,-0.0040899973673086,0.00715869041941648,0.0773908487994823,-0.0370365667296634,-0.0155825212336903,-0.0156514997690016,0.00197415978814827,-0.0115260143908386,0.00842352937573461
"0000022.jpg",-0.0355907367306324,0.0657101415062492,0.0152523805903476,-0.0114884478791743,-0.0172877742009496,0.0224580691716642,0.0135250970480657,-0.0133516245769786,-0.0048768028616484,-0.0125083656961239,-0.0537785413998267,0.0620074077992732,-0.0241027735665642,0.0269959960539548,-0.00942853794356418
"0000024.jpg",-0.0296301758846091,0.0428663860956813,0.0190160869089529,-0.0135214372039286,0.043166103456878,0.0766330582488021,-0.00318747944710159,-0.0712215884943601,-0.01148050574508,-0.0598831888842923,0.0814216237681968,-0.0671619727864957,0.00661289458200686,-0.0291296016579473,-0.00613557861164375
"0000026.jpg",-0.0400822867327557,0.0123581891483874,-0.0129490264801394,-0.00382421586683145,0.0129252726864859,-0.0379486264720893,-0.0276539102595402,0.0153776043080668,0.0128249201075938,0.0185970224763066,0.0387863527931239,0.0322194004154849,-0.00491077783608433,0.0147817906967792,-0.00810637197879992
"0000030.jpg",-0.0385933270086107,0.0307107538814721,-0.0101506697747891,-0.0194047454963495,-0.0147985355019186,0.0486011363174107,-0.00659118578923421,0.0020504076264505,0.0132353458713819,-0.0291317206703349,0.000845568704149595,0.041676407225668,0.015496501112947,-0.00142803538366399,0.0178821555625929
"0000032.jpg",-0.0317495416815916,0.0310530278975698,0.000178038161505525,0.112868210697686,-0.00735775038311538,0.0488626650016068,-0.0167226595262252,-0.0268960830662927,0.00119791617024129,-0.0127215867013276,-0.055900393193719,-0.0276991022624192,-0.0177814102617574,0.00977698062714211,-0.0544165162563948
"0000034.jpg",-0.0343524528160453,-0.0368417162925381,0.0382720379219496,-0.00055528939969045,-0.00921610048967756,0.00705119855879728,0.0179716369162364,0.0696107879672257,0.0530678348951862,-0.00408271904118213,-0.00417505022836275,-0.011979241982205,0.00662000569585646,0.0217719927615229,0.0661365148192983
"0000035.jpg",-0.0382000427866382,0.0281731687100674,-0.0328166121229588,-0.0107496426103098,-0.0183335558501274,-0.0148555678829869,-0.0442335523402592,0.019582666807684,0.0144684188357732,-0.00125249561832841,0.0763040761850459,-0.0112205833840191,-0.0212187352157262,-0.0155081902610555,-0.0102838573855686
"0000036.jpg",-0.0398032190727579,0.0298992695227042,0.00365824104218995,-0.00893694484925639,0.0296521905549407,-0.0106830744459011,0.0172960737749009,-0.0183562100718996,0.00357044791276123,0.000323628335365922,0.00656124317327724,-0.0161291448006424,-0.000218410260996621,-0.0317389056598418,0.0560459647201111
"0000037.jpg",-0.0263298298513181,-0.0566045800740373,-0.0742833905376735,-0.056595365587695,-0.0203594504260416,0.0195113303740627,-0.0259554774582944,-0.0591673904589279,0.047478748442548,0.0275816115946114,-0.00460508411392405,-0.0516227568745274,0.0013269104424508,0.0129619555379021,-0.0464429117476086
"0000038.jpg",-0.0380824516447594,-0.043323375056319,0.0214636214566345,-0.00459351900136656,-0.0149464797885092,0.0368048499035123,0.0370460109136174,0.0266992314032747,0.0238557775743685,0.0200905477650611,0.0268877607830014,0.0350013184821191,-0.0134280813722374,0.0232581160626703,0.0109720471580807
