"image","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"alamode",0.335561748584871,0.185859065325021,-0.0757307564491006,0.0930270754729759,-0.168684201439385,0.192119812289093,0.0239539551972738,-0.065737947899896,0.0519005136496545,0.0755752287738207,-0.056967433722584,-0.0225403832376474
"alaskansalmon",0.302781684908529,-0.286095079846837,-0.00587302019993584,-0.0466145922140834,-0.177162160772266,-0.0475078414452567,0.0227901770767749,0.152398401966288,-0.0694141170221699,0.158404162213637,-0.10054476917581,0.0295097592457148
"alcohol",0.30101225877802,0.139363065894786,-0.0727155261189841,0.0154975136311621,-0.0446339337499833,-0.160667872290905,-0.170981499051059,-0.0269426511672772,-0.266260525105267,-0.0298548376435055,0.085782802891412,-0.0169545770758407
"almond",0.556213802843749,0.281706765212684,-0.363394068506912,-0.0812947809825306,-0.0313577027290638,0.0941626852365853,0.0180091224064589,0.00144281783168152,0.0212665945809786,-0.250272286153507,0.0266462783691303,0.0497753949074142
"almonds",0.547589951290583,0.290798968423536,-0.326762932506213,-0.212402498953484,0.154850180758581,-0.0597618523183899,0.143536937092244,0.0486733397817198,0.0990296093787183,0.0666479153543311,0.0638673944529171,0.153093216944864
"alpastor",0.300366618932931,-0.272395791844512,0.0607898655661757,-0.0584715345523596,-0.105877923132809,-0.0284012095731914,0.0493241060114929,0.0971246639741023,-0.141201241134668,0.011915789152788,0.0814506347819676,-0.00827099319638406
"american",0.263265641130761,0.165987937512122,0.0646193833060438,0.0825286040490267,-0.558665974327773,-0.136321440614707,0.28109975359721,-0.145722500821795,-0.153058715740516,0.0498456180293983,-0.0276345061426088,0.100653424459732
"antipasti",0.376439339469107,0.315688886526112,0.234176567675723,0.0151279823563205,0.0718770574938402,0.357557272420639,-0.0187224324268158,-0.0566050231681358,-0.148820828269457,0.241309302355263,0.235025919035108,0.0468662325926864
"aperitif",0.322531817005102,0.261410847322382,0.0366408679578524,-0.0196077722212084,-0.096563050190193,0.324190963019259,-0.152826155478573,0.0204472323276925,-0.245715161812173,0.213232398428243,0.305289347671472,-0.0713071359827456
"aperitivo",0.256990507391265,0.251915132131636,0.0984598420161279,0.0907289370208067,-0.157718787776117,0.339282144358248,-0.0191217851621943,-0.0896187266066069,-0.109632293875304,0.248197974163213,0.295666142907107,-0.0428868108402395
"appetizer",0.458814207368608,0.343455435279501,0.29549031843486,0.0970372205748556,0.0905332639302685,0.166349419544989,-0.172644130729551,-0.0728441926882043,0.0568704499087778,0.19142838133524,0.116511555047849,-0.0776266947376691
"apple",0.461353279077132,0.287132197091495,-0.294932250189844,-0.070819844858162,-0.122731316720522,-0.0401840411564408,-0.0418663309597278,-0.07652131189564,-0.11218473541162,0.0551138083603866,0.0156480005793732,0.00310756464820072
"applepie",0.429655379142706,0.342837645784312,-0.101040835349875,0.0976303942524195,-0.148182347231328,0.136394568703609,0.264044747905524,-0.138223722523606,0.00464417075174459,0.0618851389496484,0.0897790766135756,0.136822583922315
"apples",0.450874363861338,0.273962932835058,-0.293881251771248,-0.176288684076577,0.0841532468343827,-0.173300541978807,0.0504261497308787,0.0717689055904951,-0.0515554855991366,0.285514745088629,0.0144473265291228,0.0983704167516083
"applesauce",0.497430944140475,0.319787069720215,-0.194966492032602,0.0084014060681289,0.109590317214076,-0.183867050567044,0.200935445028194,-0.0475457332613957,0.0797193685986143,-0.0235114174284538,-0.0104206554262457,-0.172287432136861
"appleturnover",0.444771142145281,-0.418853806931641,0.0152320306130436,0.0218387959480347,0.01380303402327,0.0632598677516816,0.0139861789188539,0.0119440511921213,-0.0906499737911325,0.0335516604491031,0.108369598676194,-0.0449611032389764
"apricot",0.537286000054976,0.286105365620729,-0.363533134612492,-0.188577291546065,-0.121799822731213,0.132140149843714,-0.141298677109879,-0.00613255954536717,-0.0733055542784237,-0.0723758146693003,-0.00193226806703303,-0.00955902283334327
