"image","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"blueberrymuffin",-0.224454641122231,0.0498473441760975,0.0912267235102675,-0.0286939161079308,0.0098542499255299,0.0327358265338701,-0.0899855653097139,-0.0288415630210183,0.000770004862280314,0.0399495261068965,0.0217573232182858,-0.0500885207256511
"blueberrymuffins",-0.216656080702116,0.0507255703075762,0.108940908953247,-0.0215475745012507,-0.0157158062712136,0.076300097248327,-0.062344921814147,-0.0203523435920581,-0.0182922143031521,0.0112157329214691,0.0209370841909298,-0.0183662812429315
"blueberrysauce",-0.317000483472677,0.0254425971247172,0.109050694953261,0.108704680502408,0.0924849230140348,0.000851061419501677,-0.0535780699484933,-0.091313503607226,-0.0573889067452565,0.0558391464880124,0.0584773965519925,0.049460839934966
"blueberryscones",-0.203536025994139,0.0873202918953586,0.0892699668597912,0.113155584705514,-0.0268360701457889,0.0465340588346906,0.0244993717190455,0.00505653133656909,-0.131151593359556,0.0225592438052144,-0.0109345067303831,0.0343262452596758
"bluecheese",-0.158096391170176,0.0133342867054905,0.0874174973743273,0.0865113618944962,-0.0240588847286335,-0.0380838330687802,-0.01755196716241,0.0502266763838059,-0.093128293284031,0.191490819676883,0.0279881822843461,0.0549134486627253
"bluecheesedip",-0.145184254416519,-0.00531299602968748,0.060369608073068,0.12212916358176,-0.0167092748196641,-0.00853121246362284,-0.0547638837586539,0.0838173427983222,-0.0805925576269219,0.17289482271987,0.0653434500710736,0.0933455760309145
"boiled",-0.440764263740718,-0.0880225966788121,0.0713659477004452,0.0732199333940906,-0.113071445080733,0.263129169993532,-0.077944466359896,-0.156639452501475,-0.0305864189721003,0.0659856211752873,-0.0160453265749994,0.0628100694240174
"boiledegg",-0.196277404344956,0.0383605067307975,0.00302113822641885,-0.0223812779695798,-0.0773880134827953,-0.0097451150705254,-0.0692613355530791,0.0156003241699819,-0.0468750213514724,0.0141688174681705,-0.0196671176665601,0.0107653008849254
"boiledeggs",-0.175149265690896,0.0463560250064271,0.041811212900537,0.0159669407210065,0.00395638041441522,0.0175223619158761,-0.017487628246064,-0.0280624603669361,-0.0433213123060429,0.018277551523695,0.0438193864181805,0.0536823818525688
"bolognese",-0.581257940565832,-0.259551719854435,-0.0347229187645312,-0.303354113670971,-0.0476796243420349,-0.00451770152628663,0.000985898823278066,0.0383191976876234,0.165802005433169,0.215849019070149,0.159876288353964,0.312209066163043
"borek",-0.537709974850204,-0.0892788025804119,-0.143147458270465,-0.324670391820321,-0.077200085058816,-0.047341080931486,0.0206371366701997,-0.0277247346140902,0.0310353749881567,-0.34999373475456,-0.00334632692173284,0.10354245402789
"borscht",-0.502968315882499,-0.150173687393591,0.006957584233517,-0.0136174814260031,-0.0150289720760489,0.124506409926932,-0.100331299830975,0.0519987028881763,0.174622586681178,-0.0285240365143367,-0.106731739295543,0.210805578235953
"bran",-0.433521034799074,0.14149590678257,0.00959860498587133,0.195489080944491,-0.193256716833632,-0.00984865620720342,-0.107884860540566,-0.313587758528845,0.237952743063373,0.0200761159714845,0.0442103588343577,-0.0804156890634651
"bratwurst",-0.537860318124573,-0.263399282318011,-0.140418887235277,0.148178796681636,-0.0789426462723487,0.100064553933738,-0.266543677649098,0.208056685866231,-0.195561554496375,0.0017932315032848,-0.0605740046600025,0.0509473195693204
